Seq	Type	Folder	Title	Date Added	Author	Content
1	element	models	Developmental Levels	2022-10-04 13:31:26 -0700	Ken Wilber	"A number of authors and systems of thought espouse one or another series of developmental levels, in fields of study as diverse as psychology, sociology, economics and organizational development. [Ken Wilber][wilber] was the first author I encountered who proposed an integration of these various developmental progressions into a single unifying scheme. However, much of Ken's take  on these levels was heavily influenced by the [Spiral Dynamics][spiral] work done by [Clare W. Graves][graves], [Don Beck][beck] and Chris Cowan. (And Hanzi Freinacht provides yet another take on this stuff in his book *[The Listening Society](https://www.amazon.com/Listening-Society-Metamodern-Politics-Guides/dp/8799973901)*.)

So what do we mean by a level of development, in this context?

Here's where it gets a little tricky. 

Both in terms of individual development, and in terms of sociocultural development, these levels seem to emerge in a certain sequence. 

However, later levels do not supersede or invalidate earlier levels. Rather than replacing previous levels, each emergent level expands the complexity and capacity of individuals and societies. 

And so Wilber and Beck and Cowan have tried to use colors to identify the levels, rather than numbers, in order to avoid giving the impression that later levels are somehow superior to earlier levels.

At some point along the line, though, Ken Wilber and the Integral crew decided it was important to change some of the colors. I've listed both the original Spiral Dynamics colors and the newer Integral colors in the table below, but in general I will stick with the original colors from Beck and Cowan. 

Also, there has been a later tendency to add new, higher, levels to the upper end of this range. I've not been able to make much sense of these, myself, so I'm omitting them here. 

As we go through these levels we can make use of [[The Four Quadrants]] model to see that each level has a particular subjective, or intersubjective viewpoint, as well as typical social structures that can be identified from an interobjective perspective.

There's a certain chicken and the egg sort of dilemma we face when trying to disentangle the objective social aspects of a level from its subjective aspects but, for me, it feels more natural to consider the objective social aspects first, so I'll proceed in that manner.

Also, it's worth noting that, as we proceed through the levels, they tend to alternate between an assertion of individual power (archaic, tribal, modern, integral), and then a more community-based perspective (magical, traditional, postmodern, holistic). 

Here's a table listing all of the levels, with their associated colors. (By the way, Spiral Dynamics uses the terms ""Value Meme,"" or ""vMeme"" to refer to a level.)

[beck]: https://en.wikipedia.org/wiki/Don_Edward_Beck

[graves]: https://en.wikipedia.org/wiki/Clare_W._Graves

[spiral]: https://en.wikipedia.org/wiki/Spiral_Dynamics

[wilber]: https://en.wikipedia.org/wiki/Ken_Wilber

<table>
<caption align=""top"">
Developmental Levels
</caption>
<tr>
<th>Number</th>
<th>Name</th>
<th>Characterization</th>
<th>Spiral Dynamics Color</th>
<th>Integral Color</th>
</tr>
<tr>
<td>1</td>
<td><a href=""archaic-level-of-development.html"">Archaic</a> / Instinctual</td>
<td>Focused solely on immediate survival needs; minimal sense of self; behavior based on natural instincts and reflexes; concern only for physical self and physical environment; nothing that we would recognize as society or culture. </td>
<td class=""beige"">Beige</td>
<td class=""infrared"">Infrared </td>
</tr>
<tr>
<td>2</td>
<td><a href=""magical-level-of-development.html"">Magical</a> / Animistic</td>
<td>Beginning to differentiate self from world, and elements of world from one another, and to intuit causal relationships, but no accurate understanding of these relationships; impulsive, possessing faith in magic and superheroes; tribal kinship bonds, ethnic tribes, ancestral stories, superstitious beliefs. </td>
<td class=""purple"">Purple </td>
<td class=""magenta"">Magenta </td>
</tr>
<tr>
<td>3</td>
<td><a href=""tribal-level-of-development.html"">Tribal</a> / Power Gods </td>
<td>Egocentric; asserting self for dominance, conquest and power; evident in feudal empires and criminal gangs; people organize themselves based on power hierarchies, with the most powerful individuals leading the weaker; might makes right. </td>
<td class=""red"">Red </td>
<td class=""red"">Red </td>
</tr>
<tr>
<td>4</td>
<td><a href=""traditional-level-of-development.html"">Traditional</a> / Mythic Order </td>
<td>People organize themselves around mythic, fundamentalist principles of truth, with groups requiring close conformity to their particular principles, but with no reliable way to make value judgments comparing one group's ""truth"" to another's; group membership now based on professed allegiance and obedience to shared principles, rather than on family ties or geography or membership in gangs; fundamental principles held to be absolute and unvarying; belief in the law and in an authoritarian hierarchy from which the law is passed down.         </td>
<td class=""blue"">Blue </td>
<td class=""amber"">Amber </td>
</tr>
<tr>
<td>5</td>
<td><a href=""modern-level-of-development.html"">Modern</a> / Rational</td>
<td>Society advances based on use of the scientific method; quantitative methods are introduced that allow people to make objective decisions about what is true and what is false; truth is determined based on the testing of a variety of hypotheses, rather than reference to an absolute authority; oriented towards achievement of results.  </td>
<td class=""orange"">Orange </td>
<td class=""orange"">Orange </td>
</tr>
<tr>
<td>6</td>
<td><a href=""postmodern-level-of-development.html"">Postmodern</a> / Pluralistic</td>
<td>Egalitarian; relativistic; situational; accepting of fluid affiliations; acknowledges that there are multiple, valid ways of perceiving reality, and tries to accept all people and life forms by placing value on diversity; may be seen as a means of accommodating multiple tribes, gangs and mythic orders within a single, overarching social order; consensus-based decision-making.   </td>
<td class=""green"">Green </td>
<td class=""green"">Green </td>
</tr>
<tr>
<td>7</td>
<td><a href=""integral-level-of-development.html"">Integral</a> / Systemic </td>
<td>Sees the importance of the earlier levels, and of the developmental model as a whole; while still acknowledging the value of diversity, also recognizes the validity of healthy value hierarchies. </td>
<td class=""yellow"">Yellow </td>
<td class=""teal"">Teal </td>
</tr>
<tr>
<td>8</td>
<td><a href=""holistic-level-of-development.html"">Holistic</a>  </td>
<td>Sort of like the prior level but with a more holistic sense of the kosmos.  </td>
<td class=""turquoise"">Turquoise </td>
<td class=""turquoise"">Turquoise </td>
</tr>
</table>

Following are more detailed descriptions of each level."
1	element	models	Archaic Level of Development	2023-06-28 12:43:55 -0700		"This is really a pre-social level, prior to the introduction of any sort of society at all. 

At this level, humans:

+ are focused solely on immediate survival needs; 
+ have a minimal sense of self; 
+ exhibit behavior based on natural instincts and reflexes; 
+ are concerned only for the physical self and physical environment;
+ possess nothing that we would recognize as society or culture. 

We may think of this first level as hopelessly primitive, but it's important to include it, because all of us are still motivated by basic survival instincts: fight or flight, hunger, thirst, lust, avoidance of pain and physical danger, and so on. Some social structures can override these basic instincts -- as when a soldier goes to war to protect his or her country -- but these basic survival motivations are all still present, and so must be kept in mind and accounted for.

It's important to note, though, that a human being motivated only by these basic instincts is generally categorized as a sociopath, and for good reason. So while this level is a necessary starting point, nothing here offers table stakes to get you into the game called humanity."
1	element	models	Magical Level of Development	2023-06-28 12:50:37 -0700		"At this second level, social structures begin to emerge, dominated primarily by kin relationships.

The family structure serves to conserve knowledge and property by sharing these assets among family members, and passing them down from one generation to the next.

Language starts to come into play at this level, but still limited to oral forms. 

At this level of development, humans:

+ are beginning to differentiate self from world;
+ are beginning to differentiate elements of the world from one another; 
+ can intuit causal relationships, but with no reliable understanding of how these work; 
+ tend to act on impulse;
+ pass down ancestral stories;
+ possess faith in magic and superheroes; 
+ have superstitious beliefs.

And while, from the lofty vantage point of later levels this magical level may still seem terribly primitive, it is vital to recognize that all of us still possess this way of seeing the world, and exercise it on a regular basis."
1	element	models	Tribal Level of Development	2023-06-28 12:57:26 -0700		"The primary form of social organization at this level is the power pyramid, a hierarchical ""command and control"" structure in which those above have power over those below, and in which the strongest rise towards the apex of the pyramid.

Written language starts to come into play at this level, as multi-level hierarchies begin to issue written commands. 

At this level of development, humans:

+ tend to be egocentric; 
+ assert themselves for dominance, conquest and power; 
+ have strong feelings of loyalty to their tribes and their tribal leaders;
+ believe that might makes right. 

This level of development is the dominant one in feudal empires, criminal gangs and military organizations. But the power hierarchy is also a dominant structure in most corporations, in the executive branches of governments, as well as in some organized religions."
1	element	models	Traditional Level of Development	2023-06-28 13:00:30 -0700		"At this level, people organize themselves around written rules and traditions handed down from a higher authority; groups organized in this way require strict adherence to the group's rules; for members of such a group, the validity of the higher authority and the rules are fundamental and not to be questioned. 

This level of development is often dominant in religious fundamentalism, and in societies with strict codes of ethics, including both professional and patriotic groups. 

This level  offers increased flexibility over the tribal level, in that written rules of conduct can be applied universally, and are not dependent on access to the latest commands issued by the higher levels in a hierarchy."
1	element	models	Modern Level of Development	2023-06-28 13:02:16 -0700		"At this level of development, people use experimentation and peer networks to establish reliable statements of truth. 

This level emphasizes the importance of what actually works over what is commonly accepted to be true. 

Science and engineering, propelled by quantitative methods, emerge as dominant disciplines at this level. 

This level often emphasizes the importance of new scientific discoveries and applications of technology over the dictates of traditional wisdom."
1	element	models	Postmodern Level of Development	2023-06-28 13:05:37 -0700		"This social structure brings together people with many different interests, skills and backgrounds into a shared community in which all have equal status. Diversity is actively valued as a means of improving social cohesion, and as a means of bringing to bear as many different talents and points of view as possible. In this structure, individuals are encouraged to explore and discover new and meaningful ways of connecting with one another, essentially creating emergent structure. The World Wide Web is based on this organizational system.

At this level of development, humans:

+ have a heightened sensitivity to inequities;
+ attempt to reach consensus rather than seeking decisions from anointed leaders;
+ have high empathy skills;
+ often value emotions above cognitive reasoning;
+ adopt an attitude of relativism towards values and statements of truth, rather than a belief in absolute truth."
1	element	models	Integral Level of Development	2023-06-28 13:09:24 -0700		"The Integral level of development recognizes that each preceding level addresses some aspect of reality that is necessary for human development, and in fact that any one of the preceding levels may need to be activated in certain life conditions.

Unlike each of the earlier levels that tend to experience the world only through their blinkered perspective, the integral level includes and transcends prior levels, and humans operating at this level tend to have flexible, dynamic, adaptive attitudes towards the social groups in which they participate.

Humans operating at this level tend to see existing social structures as systems that can be changed, rather than inflexible constructs, and may see themselves as change agents for systems, rather than players limited to operating within existing systems."
1	element	models	Holistic Level of Development	2023-06-28 13:11:20 -0700		"At this level of development humans have a more flexible, adaptive and inclusive feelings about the continuing evolution of the cosmos.
"
1	model	models	The Four Quadrants	2023-06-03 17:48:18 -0700	Ken Wilber	"I originally came across this model in a book by [[authors/Ken Wilber|Ken Wilber]], titled *[[works/A Brief History of Everything|A Brief History of Everything]]*.

It's become a foundational piece of Wilber's Integral Philosophy, something he terms *AQAL*, for *All Quadrants, All Levels*. 

But I've found over the years that the Four Quadrants model can stand on its own, and be usefully understood and applied without reference to other pieces of Wilber's philosopy. 

I'm going to describe my understanding of this model, as it applies to us humans. (Wilber often describes it in more general, broadly philosophical terms.)

## In Brief

We tend to perceive reality from four different perspectives, ofter referred as the four quadrants. Understanding these perspectives as four valid and complementary ways of perceiving the world helps us gain a more complete and useful understanding of people and situations. 

An understanding of these four quadrants of perception is useful because it helps us understand that very different views of reality (Freudian psychology vs. Skinner's behaviorism, for example) are not contradictory or mutually exclusive, but rather are complementary. Views from these different perspectives may be equally valid, even if they are very different ways of looking at the world.

The four quadrants are formed by the intersection of two dimensions.

The first dimension (left or right) can be expressed as either interior or exterior. The second dimension (up or down) can be expressed as either individual or collective. Combining these, we get the four quadrants.

We can think of these as the [[individual subjective]], the [[individual objective]], the [[social objective]] and the [[social subjective]].

## Harari's Distinctions

It's worth noting that Yuval Noah Harari, in his book *Sapiens: A Brief History of Humankind*, uses the terms subjective, intersubjective and objective to describe, respectively, the upper-left, lower-left and right-hand sides of the four quadrants, defining them like this:

* “An objective [right-hand] phenomenon exists independently of human consciousness and human beliefs."" 

* ""The subjective [upper-left] is something that exists depending on the consciousness and beliefs of a single individual. It disappears or changes if that particular individual changes his or her beliefs.""

* ""The intersubjective [lower-left] is something that exists within the communication network linking the subjective consciousness of many individuals. If a single individual changes his or her beliefs, or even dies, it is of little importance. However, if most individuals in the network die or change their beliefs, the inter-subjective phenomenon will mutate or disappear.""

## Example of Application from Rob Austin

The Four Quadrants model can be applied in all sorts of contexts, which is part of what makes it so useful. Let me give you a couple of business examples. Take a look at the following words from [Rob Austin][austin] in his insightful little book, <cite>[Measuring and Managing Performance in Organizations][austin1]</cite>.

> One frequent analogy casts the manager in the role of an airplane pilot guided by organizational measures that are like cockpit instruments.
>
> Mechanistic and organic analogies are flawed because they are too simplistic. Kaplan and Norton's cockpit analogy would be more accurate if it included a multitude of tiny gremlins controlling wing flaps, fuel flow, and so on of a plane being buffeted by winds and generally struggling against nature, but with the gremlins always controlling information flow back to the cockpit instruments, for fear that the pilot might find gremlin replacements. It would not be surprising if airplanes guided this way occasionally flew into mountainsides when they seemed to be progressing smoothly toward their destinations.

Note that Rob starts with exterior perspectives of collectives: a manager guiding an organization, and a pilot flying an aircraft. But then he goes on to expose the interior feeling (fear) of individuals who are not only being guided, but being asked to objectively report the data on which their performance will be graded! He then suggests the sort of culture (interior) such a collective of ""gremlins"" might develop in such conditions, and what sort of collective behavior they might exhibit. So, while Austin may not have consciously or explicitly referred to the Four Quadrants model, seeing his work as an example of this model may help us gain similarly powerful insights in other situations.

## Example of Application from Liker & Hoseus

Here is another example, from <cite>[Toyota Culture: The Heart and Soul of The Toyota Way][toyota-culture]</cite>, by Jeffrey Liker and Mike Hoseus. Here, Mike tells a story of learning first-hand some of the elements of the Toyota culture.

> As a new group leader, I was sent to Tsutsumi to spend a month getting an appreciation of working on the line and mastering one process. The team leaders told us no one would be able to complete the whole job by the end of the month, but I was determined to prove them wrong. I was installing liners underneath the wheel well when my air gun slipped, and the driver bit scratched the paint on the inner lip of the wheel well. I gasped and looked around -- no one saw me do it -- but they had told me to pull the andon (rope) cord if I made or caught any defect. It was my moment of truth. My first reaction was to let it go. No one would probably see the scratch anyway, and no one would know that I made it. But my conscience got the best of me, and I wanted to see if they really meant what they said about admitting mistakes. So I pulled the andon and the team leader came to fix the problem and showed me how to hold the bit with a free finger in order to stabilize it better: But he did not seem angry at me for making the scratch.
>
> Then at break we gathered for our afternoon group meeting where the group leader gave out information on safety and quality issues and heard back concerns from the members.
>
> They spoke Japanese so I could not understand what they were saying until I heard the words, ""Mike-san."" Well that got my attention so I listened carefully...more Japanese and then ""scratchee scratchee"" ...and then more Japanese. So here it was; finally I was going to get called out for messing up and they were going to do it in front of everyone. Then, all of a sudden, the whole group looked at me and clapped and smiled and patted my back and shook my hand as they headed back to the line. I couldn't believe it, after double checking with an interpreter just to make sure, they were applauding me because I made a mistake and admitted it. I felt like a million bucks, and guess what I did the next time I made a mistake?

Notice how the story talks about individual behavior (Exterior of an Individual), group behavior (Exterior of a Collective), individual feelings (Interior of an Individual) and group culture (Interior of a Collective). And while these are four distinct perspectives, they are all describing the same set of events. Note also that, while these are distinctly different perspectives, they are not unrelated -- quite the opposite, in fact: Mike's story clearly shows how an individual and then a group responded to an event, how the culture was evidenced by the group's behavior, and then how that behavior made an individual feel, which influenced his future feelings and behavior!

This is the beauty of the Four Quadrants model, in that it gives us a complete picture of reality, and increases our understanding of that reality. Many lean transformation efforts fail, for example, because they are focused only on productivity improvements (Exterior of a Collective) and fail to instill the corresponding cultural elements necessary to support the desired behavior.



[austin]: http://www.cbs.dk/en/research/departments-and-centres/department-of-management-politics-and-philosophy/staff/rampp
[austin1]: http://www.amazon.com/exec/obidos/ASIN/0932633366/pagantuna-20
[behaviorism]: http://en.wikipedia.org/wiki/Behaviorism
[bhoe]: http://www.amazon.com/Brief-History-Everything-Ken-Wilber/dp/1570627401/ref=sr_1_3?s=books&ie=UTF8&qid=1351079735&sr=1-3&keywords=ken+wilber
[freud]: http://en.wikipedia.org/wiki/Category:Freudian_psychology
[salon]: http://www.salon.com/2008/04/28/ken_wilber/
[toyota-culture]: http://www.amazon.com/exec/obidos/ASIN/0071492178/pagantuna-20
[work]: http://www.amazon.com/Ken-Wilber/e/B000APH4W2/ref=sr_tc_2_0?qid=1351079953&sr=1-2-ent"
1	model	models	Individual Subjective	2023-06-03 17:38:44 -0700		"Each of us experiences a complex inner world of sensations, emotions, thoughts and feelings.

And while others may report having similar feelings -- or very different ones -- no one else can actually experience our inner world in the same way that we can.

These inner experiences can vary from the mundane -- hunger, pain, fear -- to the sublime -- wonder, love, reverence.

The inner experiences that we have can be highly individual -- you and I may have very different inner reactions to something happening in the world around us.

And the relationships between external stimuli and our inner feelings can sometimes be obvious,  but at other times rather complex and even mysterious.

When considering the multiple perspectives we can take regarding a thing, some of these viewpoints may fairly be considered subjective.

This is not to imply that subjective views are invalid, or unworthy of consideration -- far from it.

The Individual Subjective is depicted in the upper left quadrant of the Four Quadrants diagram, and so is sometimes referred to simply as *UL*."
1	model	models	Individual Objective	2023-06-03 17:39:37 -0700		"An objective perspective views something from an outer, or exterior vantage point, and does so without being unduly influenced by the personal feelings or opinions of the observers.

Unlike subjective perspectives, other objective observers should be able to put themselves in our shoes, and make the same observations that we have, from the same perspective.

One of the advantages of an objective perspective is that multiple independent observers should be able to agree on the characteristics or attributes of an object being observed, and can therefore reach agreement on what we generally describe as the facts of the matter.

The Individual Objective is depicted in the upper right quadrant of the diagram, and so is sometimes referred to simply as *UR*."
1	model	models	Social Subjective	2023-06-03 17:42:04 -0700		"Humans also have subjective experiences of the societies that we form, and the groups in which we participate. Because these experiences are generally shared, we can refer to this sort of perspective as an *intersubjective* one.

Each one of us is a member of one or more groups. We may be part of a family, part of a team, part of an organization, part of a state. And such groups tend to have their own special perspectives, and their own sets of interests. And members of such groups tend to share certain attributes of their interior worlds, such as a common set of values.  

Elements of our cultures -- shared symbols and stories and other artifacts -- help to bind us together into closely knit societies by encouraging and shaping common inner thoughts and feelings about the forms of our societies, and the ways in which we work together.

The Social Subjective is depicted in the lower left quadrant of the diagram, and so is sometimes referred to simply as *LL*."
1	model	models	Social Objective	2023-06-03 17:43:31 -0700		"This is an objective view, not of a single individual, but of a collective, or what we might call a society, including observations of social systems as members of the society interact with each other. 

This is the perspective we take when viewing a human society from the exterior. This might include observation of their rituals, their institutions, their means of communication and means of value exchange.

This is sometimes called an *interobjective* perspective. 

The Social Objective is depicted in the lower right quadrant of the diagram, and so is sometimes referred to simply as *LR*."
1	model	models	The Improvement Process	2023-06-03 15:17:11 -0700		"All living things are interested in improvement, whether it's improving ourselves, our society, our processes, our products, or our species.

But how does improvement work?

Below I've listed what seem to be the universal elements of an improvement model. 

Many of these come from the process of [natural selection](https://en.wikipedia.org/wiki/Natural_selection), as employed by Darwinian evolution to improve the species. 

But others are unique to improvement efforts undertaken by humans, with our abilities to perform analysis and make predictions, and are drawn from things like the [scientific method](https://en.wikipedia.org/wiki/Scientific_method), the [PDCA](https://en.wikipedia.org/wiki/PDCA) method, and the discipline of [configuration management](https://en.wikipedia.org/wiki/Configuration_management). 

Not all of these will be will be applicable to every sort of improvement effort, but they are all worthy of consideration."
1	element	models	Pick Some Type of Thing to Improve	2023-06-03 17:16:49 -0700		"In order to improve something, you need to have some type of thing to improve. The thing could be a primate, a society, a note-taking application, a business, a business process, an airplane or a laptop computer. A type of thing will always have some [[function]].
"
1	element	models	Define the Thing's Function	2023-06-03 15:17:11 -0700		"A [[type of thing]] must have some function that it performs within a particular [[operating environment]]. 

That is, it must use some inputs and produce some outputs. 

Some outputs we can identify as useful (in some sense), while others may be categorized as waste, and others may be damaging or destructive. 

Often, amounts of these inputs and outputs can be quantified. 

In order to improve something, we generally want to minimize the inputs required, minimize the waste and damaging output, and maximize the useful output."
1	element	models	Define the Thing's Operating Environment	2023-06-03 15:17:11 -0700		"We must make assumptions/stipulations about a type of thing's operating environment in order to improve its [[function]]. 

If an operating environment varies significantly from these assumptions, then the type of thing may no longer [[perform]] as desired."
1	element	models	Determine Performance Measures	2023-06-03 15:17:11 -0700		"We can think of performance as a way of measuring how well a type of thing fulfills its [[function]]. 

For living things, performance is typically measured by population size over time.

Performance measures must generally consider both inputs and outputs."
1	element	models	Analysis	2023-06-03 15:17:11 -0700		"For improvement efforts conducted by humans, an analysis step must be introduced. Such an analysis would consider the desired [[functions]] to be performed, the associated [[performance measures]], alternative ways of performing those functions, and trade-offs between those alternatives. 
"
1	element	models	Consider Relationships to Others	2023-06-03 15:17:11 -0700		"When improving one [[type of thing]], relationships to others often come into play. 
"
1	element	models	Cooperation	2023-06-03 15:17:11 -0700		"Some types of things often work out cooperative arrangements with other types of things, for their mutual benefit. The output from one type of thing, for example, might provide the input to some other type.
"
1	element	models	Reciprocity	2023-06-08 12:45:18 -0700		"A thing may enter into an arrangement of reciprocity with another, with the understanding that provision of some sort of benefits will be repayed in kind at some future date. 
"
1	element	models	Specialization	2023-06-03 15:17:11 -0700		"Different types of things often specialize their functions in order to achieve more fruitful cooperation. 

Think of the queen bee in a hive, or the various types of cells and organs within a complex organism, or the roles within a company, or the various branches of government within a state."
1	element	models	Composition	2023-06-03 15:17:11 -0700		"One form of cooperation happens when a larger type of thing is composed of a number of smaller types of things. These could be atoms within a molecule, cells in an organism, states in a nation, departments in a company, or individual humans within a team. 

In all of these cases, some function is achieved or improved through joint cooperative composition.

In this sort of composition, the component pieces generally exhibit some degree of specialization."
1	element	models	Differentiation	2023-06-03 15:17:11 -0700		"In order to achieve superior performance, some types of things become clearly different from other types of things with similar functions, often by adopting different strategies. For example, some species produce great numbers of offspring that suffer relatively high mortality rates, while other species produce smaller numbers of offspring that have lower mortality rates. In a similar way, different companies seek to differentiate themselves from their competitors in important ways. For example, one company might produce less costly products with less distinctive design traits, while another company might produce more expensive products with more distinctive designs. 
"
1	element	models	Type Design	2023-06-03 15:17:11 -0700		"In order to improve a [[type of thing]], one must have a means of reliably producing such a thing, and this usually means having the instructions needed to produce or replicate it. For biological organisms, this is the genome. For a software application, it is the source code. For an airplane, this is a large collection of design documents, such as drawings and parts lists (or 3-D models). For a nation, it is a constitution. 

Note that a type design must always be specified using a known type design language."
1	element	models	Type Design Language	2023-06-03 15:17:11 -0700		"In order to make use of a [[type design]], there must first exist some language(s) that can be used to reliably and repeatably interpret such a set of instructions, in order to produce more instances of the [[type of thing]]. 
"
1	element	models	Change	2023-06-03 15:17:11 -0700		"In order to improve a [[type of thing]], we must make some change to it. 

In other words, we must introduce some variation. 

This will generally consist of some change to the [[type design]] of the thing.

Note that a change can be accidental and made at random (as is the case with biological evolution), or it can be made based on some [[analysis]], with some forethought and anticipation of the consequences (as is generally the case with human design)."
1	element	models	Retention	2023-06-07 15:17:49 -0700		"[[Change]] can bring both opportunities and danger, and so our brains are finely attuned to pay special attention to things that are changing. 

We also associate change with progress, and so it is easy for us to think of change as the most important element of improvement. 

But this impression is deceptive. Some degree of change is essential, but the amount of change that is introduced is generally dwarfed by the numbers of characteristics that are retained without modification. 

In order for things to continue to fulfill their functions, design attributes that work must largely be retained. Changing everything at once is generally a recipe for disaster. As in classic scientific experimentation, it's best to keep all of the variables constant except one."
1	element	models	Production	2023-06-03 15:17:11 -0700		"After making [[changes]] to a [[type design]], more instances of the [[type of thing]] must be produced -- or reproduced, if you will -- in order to assess the [[performance]] of the changes. 

We could think of the initial instances produced after some change to the type design as prototypes."
1	element	models	Competition	2023-06-03 15:17:11 -0700		"In order to determine whether some [[change]] has improved the [[performance]] of a [[type of thing]], some form of competition must take place. 

This can be competition between a new version of a thing and an older version, using some sort of reliable [[performance]] measures. 

Or it can be competition between new versions and old versions performed in, or on, the field. 

For biological entities, performance is often measured by comparing the relative quantities of instances of the new design (population sizes) to comparable numbers for the old design. If the new design crowds out the old, then it has won the competition. 

Something similar occurs in competition between companies and products in a market economy. 

In sports, such testing is ultimately performed on the playing field, as individuals and groups compete with each other.

In science and engineering, such competition often takes place in a lab, and is referred to as testing."
1	element	models	Change Disposition	2023-06-03 15:17:11 -0700		"The results of the [[competition]] will generally result in a [[change]] disposition: a decision to either retain the change as an improvement, or to reject it. 
"
1	element	models	Change Incorporation	2023-06-03 15:17:11 -0700		"If the [[Change Disposition]] has resulted in acceptance of the [[change]] as an improvement, then the [[type design]] used for [[production]] of additional units will generally be modified to incorporate the change.
"
